"environment.time","Ca_Concentrations.Ca_i","membrane.V","SR_Ca_Concentrations.Ca_sr","SR_Fluxes.J_serca","SR_Fluxes.J_SRleak"
 2.79899161826683986e+01, 1.59490739934052160e-04, 2.72097755660042173e+00, 6.06210539193264730e-01,-2.92538379683276691e-04, 3.17672931925642753e-06
 2.81222205601017166e+01, 1.59894142602676952e-04, 2.56511806435674306e+00, 6.05971262116703269e-01,-2.90268369938552170e-04, 3.17389592188572386e-06
 2.83369452280681458e+01, 1.60566900349399453e-04, 2.32512699345671647e+00, 6.05554715845639135e-01,-2.86444452923979799e-04, 3.16905951072912400e-06
 2.85516698960345749e+01, 1.61263564805369145e-04, 2.09961798493671958e+00, 6.05101614508282815e-01,-2.82436822144255294e-04, 3.16392349685834423e-06
 2.87663945640010041e+01, 1.61986026169908475e-04, 1.88695633796507867e+00, 6.04609996050092469e-01,-2.78232534817594510e-04, 3.15846121304410303e-06
 2.90944317044840197e+01, 1.63144433433755597e-04, 1.58365524767245103e+00, 6.03779808888940450e-01,-2.71396967160551273e-04, 3.14943343075291002e-06
 2.94224688449670353e+01, 1.64376331378691455e-04, 1.30234443934100774e+00, 6.02847034560373807e-01,-2.64013164824788104e-04, 3.13950468260483066e-06
 2.97505059854500509e+01, 1.65691206253019258e-04, 1.03898153954077976e+00, 6.01803294249423693e-01,-2.56018284998434684e-04, 3.12857988924561520e-06
 3.02707352497046855e+01, 1.67974022725285996e-04, 6.49876495659528541e-01, 5.99897835451264627e-01,-2.41906538747957363e-04, 3.10896185457173423e-06
 3.07909645139593202e+01, 1.70543743804219141e-04, 2.85595899565345923e-01, 5.97650167374365604e-01,-2.25745115954921461e-04, 3.08615262016949919e-06
 3.13111937782139549e+01, 1.73459738341153917e-04,-6.35659169502772875e-02, 5.95015820266012629e-01,-2.07144835741463590e-04, 3.05971203691395971e-06
 3.18314230424685896e+01, 1.76791606831213353e-04,-4.05588186363626924e-01, 5.91945619501720199e-01,-1.85648031616389745e-04, 3.02918598797317080e-06
 3.23516523067232242e+01, 1.80618572584927156e-04,-7.47253392402437266e-01, 5.88387414979274603e-01,-1.60730890261683235e-04, 2.99415614514405755e-06
 3.28718815709778553e+01, 1.85025972950589112e-04,-1.09446566067836359e+00, 5.84289477917169786e-01,-1.31822649285272871e-04, 2.95436447712819699e-06
 3.33921108352324865e+01, 1.90099527636345935e-04,-1.45233256451492054e+00, 5.79606235848500684e-01,-9.83409857273278437e-05, 2.90977204948732115e-06
 3.39123400994871176e+01, 1.95918095775537298e-04,-1.82504278116355656e+00, 5.74306645921566883e-01,-5.97422703007549893e-05, 2.86069501231881780e-06
 3.44325693637417487e+01, 2.02536595910897654e-04,-2.21569505538184419e+00, 5.68384640045384693e-01,-1.56293597597425744e-05, 2.80808678368990524e-06
 3.47920985716135220e+01, 2.07590510544573858e-04,-2.49731584158799569e+00, 5.63940117807611885e-01, 1.81821683431569021e-05, 2.77021726184000512e-06
 3.51516277794852954e+01, 2.13032428438271449e-04,-2.78886148206683027e+00, 5.59232529851213411e-01, 5.46886126126465874e-05, 2.73189008064951933e-06
 3.55111569873570687e+01, 2.18843539535846073e-04,-3.09029404140290964e+00, 5.54293984181321697e-01, 9.37680402853535315e-05, 2.69376440315609895e-06
 3.58706861952288421e+01, 2.24992587501962501e-04,-3.40126630322055634e+00, 5.49165860909443637e-01, 1.35209269853984494e-04, 2.65644475550348308e-06
 3.62302154031006154e+01, 2.31440854815509359e-04,-3.72116050225324102e+00, 5.43896681391076164e-01, 1.78738856082458702e-04, 2.62051919689286792e-06
 3.65897446109723887e+01, 2.38143070310740967e-04,-4.04911850893120029e+00, 5.38539202737237432e-01, 2.24029723893686143e-04, 2.58647330348271218e-06
 3.69492738188441621e+01, 2.45049372860082441e-04,-4.38407530171766879e+00, 5.33147316659180359e-01, 2.70716731307561439e-04, 2.55464419045068724e-06
 3.75185654202719263e+01, 2.56285328357103691e-04,-4.92584961688146361e+00, 5.24661887034914343e-01, 3.46618172204121169e-04, 2.50917509761282731e-06
 3.80878570216996906e+01, 2.67724056860186698e-04,-5.47706996968112048e+00, 5.16393952748385843e-01, 4.23698206655792272e-04, 2.46976819520430137e-06
 3.86571486231274548e+01, 2.79197434615799584e-04,-6.03257088461116719e+00, 5.08483118218582941e-01, 5.00683661504761697e-04, 2.43594596862739575e-06
 3.92264402245552191e+01, 2.90578838824452818e-04,-6.58768363611248109e+00, 5.01017553745667921e-01, 5.76607468245039887e-04, 2.40686156891388853e-06
 3.97957318259829833e+01, 3.01773161479768602e-04,-7.13850816871094462e+00, 4.94039776306426259e-01, 6.50760274029449750e-04, 2.38162476054175065e-06
